campus_code,sis_user_id,dept_code,adoption_type,target,retail_new,bundle_discount_pct,is_stem_dept,is_ebook,student_type_score,title,author,isbn,term_year,term_code,prob_optin,prediction,actual_price,expected_spend,potential_savings,count
249-1,901679357,CHE,FD,1,50.95,,0,1,0.5,EBK ORGANIC CHEMISTRY:GUIDED INQUIRY,RUDER,9781119313496,23,A,0.3160210529105963,0,50.95,16.101272645794882,34.848727354205124,1
8388-01-01 00:00:00,312418,ECO,FD,0,214.27,,0,0,1.0,ECON.TODAY (COMPLETE)-MYLAB ECON.ACCESS,MILLER,9780135857083,21,F,0.6101380686937792,1,214.27,130.73428397901608,83.53571602098394,1
789-1,3761840,NURS,FD,0,0.0,0.0,1,0,1.0,FUNDAMENTALS OF NURSING,POTTER,8220126003880,23,F,0.4685517959173055,0,0.0,0.0,0.0,1
249-1,901749264,GEO,FD,0,94.99,,0,1,1.0,EBK MCKNIGHT'S PHYSICAL GEOGRAPHY,HESS,9780135800089,23,W,0.4283220849352823,0,94.99,40.68631484800246,54.303685151997534,1
576-1,11001905,MAT,FD,0,147.5,,0,0,1.0,CALCULUS:EARLY TRANSCENDENTALS-ACCES,STEWART,8220118193612,24,W,0.4552940953873771,0,147.5,67.15587906963812,80.34412093036188,1
249-1,901713571,GEO,FD,0,94.99,,0,1,1.0,EBK MCKNIGHT'S PHYSICAL GEO.-LAB.MAN.,HESS,9780135918128,22,F,0.4283220849352823,0,94.99,40.68631484800246,54.303685151997534,1
249-1,901772867,ESS,FD,1,0.0,0.0,0,1,1.0,EBK INTRODUCTION TO SPORT LAW,SPENGLER,8220127530460,23,F,0.4218978926713227,0,0.0,0.0,0.0,1
576-1,11016627,BIOL,FD,0,0.0,0.0,1,1,1.0,EBK UNDERSTANDING PATHOPHYSIOLOGY,HUETHER,8220127151856,23,W,0.4165727663995562,0,0.0,0.0,0.0,1
576-1,11055702,BIOL,FD,0,208.57,,1,0,1.0,HOLE'S HUMAN ANAT.+PHYS.-CONNECT ACCESS,WELSH,9781264262823,23,F,0.6264521000950976,1,208.57,130.65911451683448,77.9108854831655,1
249-1,901634060,EMS,FD,1,0.0,0.0,0,1,1.0,EBK FIFTY STRATEGIES TO BOOST COGNITIVE,STOBAUGH,8220109907853,24,W,0.4218978926713227,0,0.0,0.0,0.0,1
576-1,11052435,MAT,FD,0,147.5,,0,0,1.0,CALCULUS:EARLY TRANSCENDENTALS-ACCES,STEWART,8220118193612,23,F,0.4552940953873771,0,147.5,67.15587906963812,80.34412093036188,1
576-1,11037068,GDS,FD,1,0.0,0.0,0,1,1.0,EBK INTRO.TO INTERNATIONAL DEVELOPMENT,HASLAM,8220123186029,23,W,0.4218978926713227,0,0.0,0.0,0.0,1
576-1,11035970,MAT,FD,0,0.0,0.0,0,1,1.0,EBK MULTIVARIABLE CALC.-STUD.SOLN.MAN.,STEWART,8220103762113,24,W,0.4218978926713227,0,0.0,0.0,0.0,1
249-1,901774770,CMS,FD,0,74.29,,0,0,1.0,CHOICES+CONNECTIONS-LAUNCHPAD,MCCORNACK,9781319227395,22,W,0.6221677493882986,1,74.29,46.2208421020567,28.069157897943303,1
249-1,901829711,GSD,FD,0,0.69,,0,0,1.0,ACHIEVE FOR CONNECTIONS,GORE,9781319472894,24,F,0.6590920978056883,1,0.69,0.4547735474859249,0.23522645251407504,1
91-1,1168346,HIST,FD,1,71.43,-1.2798544029119414,0,0,1.0,"WESTERN CIVILIZATIONS,VOL.2-ACCESS",COLE,9780393418873,22,F,0.6061242830839504,1,162.85,98.70733950022132,64.14266049977867,1
249-1,901798234,CMS,FD,1,74.29,,0,0,0.5,CHOICES+CONNECTIONS-LAUNCHPAD,MCCORNACK,9781319227395,23,W,0.4932994212168428,0,74.29,36.647214002199256,37.64278599780075,1
576-1,11067166,LAT,FD,1,48.99,,0,0,1.0,ROMANS:INTRODUCTION,GRAHAM,9781138543898,24,F,0.5871910786864495,1,48.99,28.76649094484916,20.223509055150842,1
576-1,10613064,SCIE,FD,0,88.75,,0,1,0.5,EBK INTEGRATED SCIENCE,TILLERY,9781264270880,24,A,0.3223071355192581,0,88.75,28.604758277334156,60.14524172266584,1
576-1,11026342,ACC,FD,1,194.06,,0,0,1.0,MANAGERIAL ACCOUNTING-CONNECT ACCESS,GARRISON,8220130696450,24,W,0.5245468356534977,1,194.06,101.79355892691777,92.26644107308223,1
8388-01-01 00:00:00,340461,MTH,FD,1,142.84,,0,0,1.0,ELEMENTARY STATISTICS-MYSTATLAB ACCESS,LARSON,9780137493227,24,F,0.6169559907662425,1,142.84,88.12599372105008,54.71400627894992,1
789-1,3763610,CHEM,FD,0,137.59,,1,0,1.0,CHEMISTRY:ATOMS FIRST-CONNECT ACCESS,BURDGE,8220117027628,24,W,0.5355647134409628,1,137.59,73.68834892234207,63.90165107765793,1
8304-01-01 00:00:00,B0000091816,HEA,FD,1,0.0,0.0,0,0,1.0,COMPREHENSIVE STRESS...-CONNECT ACC.,GREENBERG,8220112652979,24,F,0.476890038728063,0,0.0,0.0,0.0,1
249-1,901824536,CMS,FD,1,79.71,,0,0,0.5,CHOICES+CONNECTIONS-ACHIEVE ACCESS,MCCORNACK,9781319522148,24,F,0.5180742086461901,1,79.71,41.29569517118781,38.414304828812185,1
576-1,11067918,BIO,FD,0,191.57,0.7470898366132485,0,0,1.0,BIOLOGY-CONNECT ACCESS,RAVEN,8220128277548,24,F,0.5007410368317954,1,48.44999999999999,24.260903234500482,24.189096765499507,1
91-1,1120178,MATH,FD,0,0.0,0.0,1,0,1.0,ELEMENTARY STATISTICS-MYSTATLAB ACCE,LARSON,8220144758991,24,W,0.4685517959173055,0,0.0,0.0,0.0,1
91-1,1180861,PSYC,FD,0,145.0,-0.4997241379310345,0,0,1.0,ESSEN.OF STAT.F/BEHAV.SCI.-MINDTAP,GRAVETTER,8220118201652,24,F,0.4805567090102696,0,217.45999999999998,104.50186194137322,112.95813805862676,1
249-1,901763460,ENG,FD,0,0.0,0.0,0,1,1.0,EBK POCKET STYLE MANUAL,HACKER,8220121099475,22,F,0.4218978926713227,0,0.0,0.0,0.0,1
91-1,1183291,MATH,FD,0,,0.0,1,0,1.0,ELEMENTARY STAT.-MYSTATLAB+ETEXT,LARSON,8220117023408,23,F,0.4685517959173055,0,,,,1
249-1,901444020,CMS,FD,1,79.71,,0,0,1.0,CHOICES+CONNECTIONS-ACHIEVE ACCESS,MCCORNACK,9781319522148,24,F,0.6148782799847144,1,79.71,49.01194769758158,30.698052302418407,1
249-1,901763126,ECO,FD,1,135.37,,0,0,0.5,MASTER PRIN.OF ECON.-CONNECT ACCESS,ASARTA,9781264322121,24,A,0.5275756161244182,1,135.37,71.41791115476249,63.95208884523751,1
249-1,901386860,EAD,FD,1,0.0,0.0,0,1,0.5,EBK LEADERS OF LEARNING,DUFOUR,8220109912604,24,W,0.3167570393357163,0,0.0,0.0,0.0,1
249-1,901395335,CRJ,FD,0,84.6,,0,1,0.5,EBK CRIMINOLOGY,BEIRNE,9780190251673,24,F,0.3224785069798375,0,84.6,27.28168169049425,57.31831830950574,1
91-1,1148843,ECON,FD,0,171.41,,0,0,1.0,"ECON.OF MONEY,BANKING+...-MYLAB ECON.",MISHKIN,9780136894377,22,A,0.6197887309386457,1,171.41,106.23798637019325,65.17201362980674,1
249-1,901762616,HEA,FD,1,65.62,,0,1,1.0,EBK GLOBAL HEALTH 101,SKOLNIK,9781284204636,23,W,0.4438156158691437,0,65.62,29.123180713333213,36.49681928666679,1
91-1,1148877,SPAN,FD,1,138.21,,0,0,1.0,PUNTOS DE PARTIDA-CONNECT ACCESS,DORWICK,9781264207022,22,F,0.5916381597606915,1,138.21,81.77031006052518,56.43968993947484,1
249-1,901793596,ENG,FD,0,57.14,,0,0,1.0,FROM INQUIRY TO ACAD.WRITING-ACCESS,GREENE,9781319323707,23,W,0.6112596428030719,1,57.14,34.927375989767526,22.212624010232474,1
249-1,901801883,GSD,FD,0,0.69,,0,0,1.0,ACHIEVE FOR CONNECTIONS,GORE,9781319472894,23,F,0.6590920978056883,1,0.69,0.4547735474859249,0.23522645251407504,1
249-1,901764615,ELE,FD,0,0.0,0.0,0,1,1.0,EBK ART TEACHING,SZEKELY,8220100946790,22,F,0.4218978926713227,0,0.0,0.0,0.0,1
249-1,901765254,ENG,FD,1,70.67,,0,0,1.0,FROM INQUIRY TO ACAD.WRIT.:PRAC.GUIDE,GREENE,9781319244040,22,W,0.6189721690627078,1,70.67,43.74276318766156,26.92723681233844,1
91-1,1176795,SPAN,FD,1,198.67,,0,0,1.0,PORTALES 2.0 CODE (VTEXT (ONLINE)) (,BLANCO,8220127458238,24,A,0.5445673171503617,1,198.67,108.18918889826234,90.48081110173764,1
249-1,901760645,GEO,FD,0,94.99,,0,1,1.0,EBK MCKNIGHT'S PHYSICAL GEO.-LAB.MAN.,HESS,9780135918128,23,W,0.4283220849352823,0,94.99,40.68631484800246,54.303685151997534,1
8388-01-01 00:00:00,305350,MGT,FD,0,157.13,,0,0,0.5,ESSEN.OF ORGANIZATIONAL...-MYLAB ACCESS,ROBBINS,9780135468777,22,F,0.5232393587727643,1,157.13,82.21660044396445,74.91339955603554,1
249-1,901814316,CMS,FD,1,79.71,,0,0,1.0,SPEAKER'S GUIDEBOOK:TEXT+REF.-ACHIEVE,OHAIR,9781319505790,23,F,0.6148782799847144,1,79.71,49.01194769758158,30.698052302418407,1
91-1,1164648,SPAN,FD,1,138.21,,0,0,0.5,PUNTOS DE PARTIDA-CONNECT ACCESS,DORWICK,9781264207022,22,W,0.5227262348379789,1,138.21,72.24599291695706,65.96400708304294,1
91-1,1186788,BIOL,FD,0,,0.0,1,0,1.0,BIOLOGY:LIFE...-MOD.MASTERING ACCESS,AUDESIRK,8220117021336,23,F,0.4685517959173055,0,,,,1
789-1,3734060,CHEM,FD,1,84.99,,1,1,1.0,"EBK ESSEN.OF GENERAL,ORGANIC,+BIOCHEM.",GUINN,9781319216764,21,F,0.440853309391893,0,84.99,37.46812276521698,47.52187723478302,1
249-1,901784859,ENG,FD,1,19.99,,0,1,1.0,EBK POCKET STYLE MANUAL,HACKER,9781319327569,22,F,0.4327165707837695,0,19.99,8.650004249967552,11.339995750032447,1
789-1,3768230,MGMT,FD,0,184.39,,0,0,1.0,MANAGEMENT:PRACTICAL INTRO.-ACCESS,KINICKI,8220123803773,24,F,0.5130001270116605,1,184.39,94.59209341968008,89.7979065803199,1
789-1,3503915,NURS,FD,0,0.0,0.0,1,1,1.0,EBK LEADERSHIP+NURSING CARE MANAGEMENT,HUBER,8220127140638,24,W,0.4165727663995562,0,0.0,0.0,0.0,1
576-1,11028067,MAT,FD,0,147.5,,0,0,1.0,CALCULUS:EARLY TRANSCENDENTALS-ACCES,STEWART,8220118193612,23,W,0.4552940953873771,0,147.5,67.15587906963812,80.34412093036188,1
576-1,11025134,BIO,FD,0,0.0,0.0,0,0,1.0,CAMPBELL BIOLOGY-MOD.MASTERING+ETEXT,URRY,8220144720691,23,W,0.476890038728063,0,0.0,0.0,0.0,1
8388-01-01 00:00:00,305456,MGT,FD,1,157.13,,0,0,1.0,FUNDAMENTALS OF MGMT.-MYMGMTLAB.,ROBBINS,9780135183878,21,F,0.6021514919516524,1,157.13,94.61606393036314,62.513936069636856,1
789-1,3738299,MATH,FD,1,64.99,,1,1,1.0,EBK CALCULUS:SINGLE VARIABLE,STEWART,8220123486747,21,F,0.4345197883014344,0,64.99,28.23944104171022,36.75055895828977,1
249-1,901816600,CMS,FD,1,79.71,,0,0,1.0,CHOICES+CONNECTIONS-ACHIEVE ACCESS,MCCORNACK,9781319522148,24,F,0.6148782799847144,1,79.71,49.01194769758158,30.698052302418407,1
91-1,1160908,SPAN,FD,0,138.21,,0,0,1.0,PUNTOS DE PARTIDA-CONNECT ACCESS,DORWICK,9781264207022,22,F,0.5916381597606915,1,138.21,81.77031006052518,56.43968993947484,1
576-1,11017362,MATH,FD,0,,0.0,1,0,0.5,"ELEM.STAT.,USING TI-83/84 PLUS..-ACC",TRIOLA,8220117020612,23,A,0.377010783496379,0,,,,1
249-1,901431196,ECO,FD,1,135.37,,0,0,1.0,MASTER PRIN.OF ECON.-CONNECT ACCESS,ASARTA,9781264322121,24,W,0.609960849987204,1,135.37,82.5704002627678,52.79959973723219,1
91-1,819220,MATH,FD,0,147.5,,1,0,1.0,PRECALCULUS MATH.FOR CALCULUS-ACCESS,STEWART,8220118194275,23,F,0.4519786853694011,0,147.5,66.66685609198666,80.83314390801334,1
8388-01-01 00:00:00,315339,MTH,FD,1,124.99,,0,0,1.0,ELEMENTARY STATISTICS-MYSTATLAB ACCE,LARSON,8220126470187,22,F,0.4841152492922612,0,124.99,60.509565009039726,64.48043499096028,1
576-1,11041204,EGR,FD,0,103.99,,0,0,1.0,ENGINEERING ETHICS (PB),FLEDDERMANN,9780132145213,24,F,0.583452774695737,1,103.99,60.673254040609685,43.31674595939031,1
8304-01-01 00:00:00,B0000092728,MTH,FD,1,135.71,-0.6936113772013852,0,0,1.0,DEVELOPMENTAL MATH-ENHANCED WEBASSIGN,WEBASSIGN,9781285857701,24,W,0.5982468362721124,1,229.84,137.5010528487823,92.3389471512177,1
249-1,901834185,GSD,FD,0,0.69,,0,0,0.5,ACHIEVE FOR CONNECTIONS,GORE,9781319472894,24,F,0.500179960428727,1,0.69,0.34512417269582163,0.3448758273041783,1
249-1,901841383,GSD,FD,1,0.69,,0,0,1.0,ACHIEVE FOR CONNECTIONS,GORE,9781319472894,24,F,0.6590920978056883,1,0.69,0.4547735474859249,0.23522645251407504,1
249-1,901810325,ENG,FD,0,57.14,,0,0,1.0,FROM INQUIRY TO ACAD.WRITING-ACCESS,GREENE,9781319323707,24,W,0.6112596428030719,1,57.14,34.927375989767526,22.212624010232474,1
249-1,901802596,CMS,FD,1,79.71,,0,0,1.0,SPEAKER'S GUIDEBOOK:TEXT+REF.-ACHIEVE,OHAIR,9781319505790,24,W,0.6148782799847144,1,79.71,49.01194769758158,30.698052302418407,1
789-1,3775356,COMM,FD,1,81.36,,0,0,1.0,INTERPERSONAL COMMUNICATION,"JENSEN, ARTHUR",9798823356947,24,F,0.5915641304873489,1,81.36,48.1296576564507,33.230342343549296,1
249-1,901796029,GEO,FD,1,94.99,,0,1,1.0,EBK MCKNIGHT'S PHYSICAL GEOGRAPHY,HESS,9780135800089,22,F,0.4283220849352823,0,94.99,40.68631484800246,54.303685151997534,1
249-1,901831003,GSD,FD,1,0.69,,0,0,1.0,ACHIEVE FOR CONNECTIONS,GORE,9781319472894,24,F,0.6590920978056883,1,0.69,0.4547735474859249,0.23522645251407504,1
576-1,11049165,BIOL,FD,0,208.57,,1,0,0.5,HOLE'S HUMAN ANAT.+PHYS.-CONNECT ACCESS,WELSH,9781264262823,23,F,0.5540517130657118,1,208.57,115.5585657941155,93.0114342058845,1
789-1,3766970,MATH,FD,1,109.99,,1,1,1.0,EBK CALCULUS:SINGLE VARIABLE,STEWART,8220123486730,24,W,0.4406324667335396,0,109.99,48.46516501602202,61.524834983977975,1
8388-01-01 00:00:00,324181,MTH,FD,0,112.5,,0,0,1.0,ALGEBRA+TRIGONOMETRY-MYLABMATH ACC.,SULLIVAN,8220117008467,22,F,0.4526773539637214,0,112.5,50.926202320918655,61.57379767908134,1
249-1,901828198,GEO,FD,0,94.99,,0,1,1.0,EBK MCKNIGHT'S PHYSICAL GEO.-LAB.MAN.,HESS,9780135918128,24,F,0.4283220849352823,0,94.99,40.68631484800246,54.303685151997534,1
249-1,901751366,ETL,FD,1,44.0,,0,1,0.5,EBK WRITING THE LITERATURE REVIEW,EFRON,9781462536924,23,F,0.3285771035182517,0,44.0,14.457392554803075,29.54260744519693,1
789-1,3731077,ACCT,FD,1,171.43,,0,0,1.0,INTERM.ACCT.-WILEYPLUS NEXT GEN PKG.,KIESO,9781119503590,21,F,0.6197887309386457,1,171.43,106.25038214481204,65.17961785518797,1
249-1,901608327,EDF,FD,0,89.99,,0,1,1.0,EBK FOUNDATIONS OF AMER.EDUC.,WEBB,9780134027524,23,F,0.4283220849352823,0,89.99,38.54470442332605,51.44529557667395,1
249-1,901712572,CRJ,FD,0,0.0,0.0,0,1,1.0,EBK CRIMINOLOGY,BEIRNE,8220109571597,23,F,0.4218978926713227,0,0.0,0.0,0.0,1
249-1,901721840,ECO,FD,1,0.0,0.0,0,1,1.0,EBK MEXICO,COE,8220108116409,23,F,0.4218978926713227,0,0.0,0.0,0.0,1
249-1,901830329,FCC,FD,1,29.95,,0,1,1.0,EBK GERMAN CULTURE THROUGH FILM,REIMER,9781585108893,24,F,0.4386781766899831,0,29.95,13.138411391864993,16.811588608135004,1
249-1,901773900,ENG,FD,0,70.67,,0,0,1.0,FROM INQUIRY TO ACAD.WRIT.:PRAC.GUIDE,GREENE,9781319244040,22,W,0.6189721690627078,1,70.67,43.74276318766156,26.92723681233844,1
249-1,901678787,ETL,FD,0,89.99,,0,1,0.5,EBK IMPLEMENTING CHANGE,HALL,9780135217122,24,W,0.3219570492725745,0,89.99,28.97291486403898,61.01708513596102,1
249-1,901802864,GEO,FD,1,94.99,,0,1,1.0,EBK MCKNIGHT'S PHYSICAL GEOGRAPHY,HESS,9780135800089,24,W,0.4283220849352823,0,94.99,40.68631484800246,54.303685151997534,1
576-1,11047835,CHM,FD,0,0.0,0.0,0,1,1.0,EBK CHEMISTRY,BURDGE,8220125964670,24,F,0.4218978926713227,0,0.0,0.0,0.0,1
91-1,1215223,ECON,FD,0,0.0,0.0,0,0,0.5,MICROECONOMICS -- MYLAB ECONOMICS WI,HUBBARD,8220144560358,24,F,0.3693802129052278,0,0.0,0.0,0.0,1
249-1,901724526,ECO,FD,1,141.43,,0,0,1.0,EBK FUNDAMENTALS OF ECONOMICS,HASAN,9798765758656,24,W,0.5772252544400008,1,141.43,81.63696773544932,59.79303226455068,1
789-1,3745326,HIST,FD,0,14.99,,0,1,1.0,EBK PERPETUA'S JOURNEY,REA,8220105774060,21,F,0.439599429107576,0,14.99,6.5895954423225644,8.400404557677437,1
249-1,901764971,EMC,FD,1,0.0,0.0,0,1,1.0,EBK INTRO.TO RESEARCH+MEDICAL LITERATUR,FORISTER,8220124346798,23,F,0.4218978926713227,0,0.0,0.0,0.0,1
91-1,1178235,SPAN,FD,1,221.52,,0,0,1.0,PUNTOS DE PARIDA CONNECT ACCESS,DORWICK,8220123809676,23,W,0.549969566965011,1,221.52,121.82925847408924,99.69074152591077,1
576-1,11042534,LBST,FD,1,10.99,,0,1,0.5,EBK ORNAMENT OF THE WORLD,MENOCAL,9780316092791,23,A,0.330649820533949,0,10.99,3.6338415276680993,7.3561584723319005,1
91-1,1193565,ENGL,FD,1,37.57,-1.48868778280543,0,0,1.0,NORTON SAMPLER COURSEWARE,COOLEY,9781324060505,24,F,0.587410960355057,1,93.5,54.92292479319783,38.57707520680217,1
249-1,901805861,EDF,FD,0,89.99,,0,1,1.0,EBK FOUNDATIONS OF AMER.EDUC.,WEBB,9780134027524,23,F,0.4283220849352823,0,89.99,38.54470442332605,51.44529557667395,1
576-1,11051928,MAT,FD,1,147.5,,0,0,1.0,CALCULUS:EARLY TRANSCENDENTALS-ACCES,STEWART,8220118193612,24,W,0.4552940953873771,0,147.5,67.15587906963812,80.34412093036188,1
249-1,901824455,CRJ,FD,0,18.0,-0.8844444444444446,0,0,1.0,CIRCLE,EGGERS,9780345807298,24,F,0.6136363269938967,1,33.92,20.814544211632978,13.105455788367024,1
789-1,3687599,POSC,FD,1,0.0,0.0,0,1,1.0,EBK CONTEMPORARY CASES IN U.S.FOREIGN..,CARTER,8220127715706,22,W,0.4218978926713227,0,0.0,0.0,0.0,1
576-1,11063619,CHM,FD,1,146.01,0.8504212040271214,0,0,1.0,ALEKS 360 ONLINE ACCESS FOR BURDGE C,BURDGE,8220133791268,24,F,0.5053024409930617,1,21.840000000000003,11.035805311288469,10.804194688711535,1
249-1,901078488,CMS,FD,1,74.29,,0,0,0.5,CHOICES+CONNECTIONS-LAUNCHPAD,MCCORNACK,9781319227395,22,A,0.4932994212168428,0,74.29,36.647214002199256,37.64278599780075,1
249-1,901763696,FIN,FD,0,200.86,,0,0,1.0,FOCUS ON PERSONAL FIN.-CONNECT ACCESS,KAPOOR,9781264111909,24,W,0.6240749625790623,1,200.86,125.35169698363045,75.50830301636957,1
91-1,1186525,BIOL,FD,0,0.0,0.0,1,0,1.0,BIOLOGY:SCIENCE F/LIFE...-MOD.MASTER,BELK,8220144762264,23,A,0.4685517959173055,0,0.0,0.0,0.0,1
249-1,901801461,GEO,FD,1,132.86,,0,0,1.0,EXPLORING PHYS GEO+GOOD EARTH-ACCESS,REYNOLDS,9781265202804,23,F,0.4670564983783378,0,132.86,62.05312637454597,70.80687362545405,1
576-1,11054832,EGR,FD,1,168.79,,0,0,1.0,CONNECT ONLINE ACCESS FOR BEST COLLE,MCGRAW HILL,8220128688900,24,F,0.6197887309386457,1,168.79,104.614139895134,64.17586010486599,1
576-1,11043799,FDLS,FD,0,0.0,0.0,0,0,0.5,PREALGEBRA+INTRO.ALG.-MYMATHLAB.,MARTIN-GAY,8220144719169,23,F,0.3693802129052278,0,0.0,0.0,0.0,1
249-1,901789646,CMS,FD,0,74.29,,0,0,0.5,CHOICES+CONNECTIONS-LAUNCHPAD,MCCORNACK,9781319227395,22,F,0.4932994212168428,0,74.29,36.647214002199256,37.64278599780075,1
249-1,901763889,GSD,FD,0,22.18,,0,0,1.0,CM IA LAUNCHPAD SOLO FOR ACES FOR EKU,GORE,9781319145347,22,F,0.638053503942358,1,22.18,14.152026717441501,8.027973282558499,1
576-1,11046525,CHM,FD,0,0.0,0.0,0,1,0.5,EBK CHEMISTRY,BURDGE,8220125964731,24,F,0.3167570393357163,0,0.0,0.0,0.0,1
91-1,1170876,MATH,FD,0,128.56,0.7629122588674548,1,0,1.0,TRIGONOMETRY-MYLAB ACCESS,LIAL,9780135924136,22,F,0.6149786541086559,1,30.480000000000008,18.744549377231838,11.73545062276817,1
249-1,901769972,ENG,FD,1,57.14,,0,0,1.0,FROM INQUIRY TO ACAD.WRITING-ACCESS,GREENE,9781319323707,22,F,0.6112596428030719,1,57.14,34.927375989767526,22.212624010232474,1
249-1,901742489,CHE,FD,0,75.37,,0,0,1.0,"ACHIEVE GENERAL, ORGANIC AND BIOCHEMIST",MACMILLAN,9781319413453,22,W,0.6063595295841497,1,75.37,45.70131774475737,29.668682255242636,1
8304-01-01 00:00:00,B0000082791,SCI,FD,0,137.49,,0,0,1.0,ENVIRON.:SCI.BEHIND...-MOD...ACCESS,WITHGOTT,8220113219003,24,F,0.4707665210945048,0,137.49,64.72568898528347,72.76431101471654,1
249-1,901820552,CSC,FD,0,0.0,0.0,0,1,1.0,EBK SOFTWARE ENGINEERING,KUNG,8220130058531,24,W,0.4218978926713227,0,0.0,0.0,0.0,1
249-1,901799300,CHE,FD,0,199.5,,0,0,1.0,CHEMISTRY:MOLECULAR...-CONNECT ACCESS,SILBERBERG,9781260477351,24,W,0.5663847738229381,1,199.5,112.99376237767615,86.50623762232385,1
249-1,901782971,EDF,FD,0,89.99,,0,1,1.0,EBK FOUNDATIONS OF AMER.EDUC.,WEBB,9780134027524,24,W,0.4283220849352823,0,89.99,38.54470442332605,51.44529557667395,1
249-1,901780899,CMS,FD,0,18.0,,0,0,1.0,DIFFICULT CONVERSATIONS-10TH ANNIV.ED.,STONE,9780143118442,23,F,0.611647197943822,1,18.0,11.009649562988796,6.9903504370112035,1
576-1,11017258,STA,FD,1,0.0,0.0,0,0,1.0,STATISTICS:INFORMED..-MYLAB STAT.ACC,SULLIVAN,8220144759592,23,F,0.476890038728063,0,0.0,0.0,0.0,1
249-1,901771789,ENG,FD,1,102.86,,0,0,1.0,LANGUAGE AWARENESS-PACKAGE,ESCHHOLZ,9781319392734,21,F,0.583452774695737,1,102.86,60.013952405203504,42.846047594796495,1
249-1,901267015,EAD,FD,0,35.0,,0,1,0.5,EBK SCHOOL IMPROVEMENT,UNKNOWN,9781475859928,24,F,0.3394735412617589,0,35.0,11.88157394416156,23.11842605583844,1
91-1,1157305,MATH,FD,1,128.56,0.802582451773491,1,0,1.0,ELEMENTARY ALG.F/COLL...-MYLAB(18 WEEK),ANGEL,9780135910917,22,W,0.6180815216607716,1,25.380000000000003,15.686909019750384,9.693090980249618,1
576-1,11044717,MATH,FD,0,0.0,0.0,1,0,1.0,"ELEM.STAT.,USING TI-83/84 PLUS..-ACC",TRIOLA,8220144725870,23,W,0.4685517959173055,0,0.0,0.0,0.0,1
