sis_user_id,section_id,book_id_bn,term_code,term_year,part_time_job,family_annual_income,has_loan,has_scholarship,prefers_ebook,prefers_paperback,avg_books_per_semester,title,author,isbn,edition,cover_type,ebook_ind,has_free_resource,retail_new,retail_used,retail_new_rent,retail_used_rent,adoption_type,is_rental,student_full_part_time_status,credit_hours,included_in_course_fee,num_books_in_section,semester_num,has_course_fee,book_included_in_fee,student_num_terms,price_affordability_score,alternatives_available,matches_cover_pref,will_buy,buy_frac,College,Year,Semester,Department,Student_Status,Rental_to_Retail_Ratio,Arbitrage_Index,Wallet_Pressure_Score,Digital_Lock_Flag,Actual_Purchase_Flag
6274712,BN-785-785-93-F-22-4361-RVC,1881682,F,22,1,71422,1,0,1,1,5,DEATHQUEST,BOHM,9781138940888.0,5TH 17,PD,0.0,0.0,84.99,63.74,54.7,37.5,RQ,1.0,F,3.0,Y,1,3,1,1,5,840.3576891398989,1,0,0,0.2,fiu,22,F,93,Full-Time,0.643605130015296,0.35639486998470404,0.8403576891398988,0.0,0
6283447,BN-785-785-81-F-21-2010-U02,2152359,F,21,0,64217,1,1,1,0,7,BIOLOGY (OER),OPENSTAX,9781947172517.0,2ND 20, ,0.0,0.0,0.0,0.0,0.0,0.0,RC,0.0,F,3.0,N,3,1,1,0,5,642.17,0,0,1,0.1111111111111111,fiu,21,F,81,Full-Time,0.0,1.0,0.6421699999999999,0.0,1
6244858,BN-785-785-384-A-24-3309-RVDB,6057948,A,24,1,60786,1,0,1,0,7,EBK MEDIA LITERACY,POTTER,8220122902644.0,10TH 21,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,P,3.0,Y,1,8,1,1,4,607.86,1,0,0,0.0,fiu,24,A,384,Part-Time,0.0,1.0,0.6078600000000001,1.0,0
11068160,BN-577-1-355-F-24-151-2W1,2425352,F,24,0,75082,1,1,1,1,13,EBK ECONOMICS TODAY,MILLER,9780135857182.0,20TH 21,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,4,9,1,0,3,750.82,1,0,1,0.3333333333333333,mercer,24,F,355,Full-Time,0.0,1.0,0.75082,1.0,1
6097287,BN-785-785-567-F-21-5760-U02,2295899,F,21,1,75042,0,1,1,0,11,INTRODUCTION TO RESEARCH-W/ACCESS,DEPOY,9780323612470.0,6TH 20,PB,0.0,0.0,0.0,0.0,0.0,0.0,RQ,0.0,F,3.0,N,8,1,0,0,7,750.42,0,0,0,0.24,fiu,21,F,567,Full-Time,0.0,1.0,0.75042,0.0,0
6439233,BN-785-785-81-W-24-2010-U01,2136999,W,24,1,63246,0,0,1,0,8,ICLICKER2 STUDENT REMOTE REV.,ICLICKER,9781498603041.0,17,BX,0.0,0.0,62.84,51.53,53.4,44.0,RQ,1.0,P,3.0,Y,5,10,1,1,4,1000.0,1,0,0,0.0,fiu,24,W,81,Part-Time,0.8497772119669,0.15022278803309996,1.0,0.0,0
1160661,BN-91-1-75-F-21-100-MC12,1894938,F,21,0,40608,0,1,1,0,23,LONGMAN WRITER (FULL EDITION),NADELL,9780134407647.0,10TH 18,PR,0.0,0.0,0.0,0.0,53.99,53.99,RQ,1.0,F,3.0,N,7,1,1,0,3,406.08,1,0,0,0.0227272727272727,campbell,21,F,75,Full-Time,0.5399,0.46009999999999995,0.40608,0.0,0
6290328,BN-785-785-381-W-24-1002-U23,5528225,W,24,1,73206,1,1,1,1,10,EBK HOW WE KNOW WHAT ISN'T SO,GILOVICH,9781439106747.0,91,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,5,10,1,1,4,732.06,1,0,0,0.0833333333333333,fiu,24,W,381,Full-Time,0.0,1.0,0.7320599999999999,1.0,0
6477909,BN-785-785-25-F-24-3241-U02,1979721,F,24,0,58803,1,0,1,1,8,"ANTHRO.OF RELIGION,MAGIC+WITCHCRAFT",STEIN,9781138692527.0,4TH 17,PB,0.0,1.0,115.0,86.25,80.3,55.0,RQ,1.0,F,3.0,Y,1,9,1,1,2,511.3304347826087,1,1,0,0.1538461538461538,fiu,24,F,25,Full-Time,0.6982608695652174,0.3017391304347826,0.5113304347826086,0.0,0
6363471,BN-785-785-129-F-23-5621-RVC,771671,F,23,0,69594,0,1,1,1,7,COMPILERS,AHO,9780321486813.0,2ND 07, ,0.0,0.0,0.0,0.0,0.0,0.0,RQ,0.0,F,3.0,N,3,6,0,0,4,695.94,0,0,0,0.2307692307692307,fiu,23,F,129,Full-Time,0.0,1.0,0.69594,0.0,0
4887762,BN-785-785-282-W-23-3523-RVE,11149597,W,23,1,60405,0,1,0,0,8,EBK MEMORY:FOUNDATIONS+APPLICATIONS,SCHWARTZ,8220126481848.0,4TH 21,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,P,3.0,Y,3,7,1,1,6,604.05,1,0,0,0.0,fiu,23,W,282,Part-Time,0.0,1.0,0.60405,1.0,0
N00352359,BN-261-1-280-F-23-352-WWW,2306592,F,23,0,37627,1,1,1,0,11,EBK LAST DANCE,DESPELDER,8220107597728.0,11TH 20,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,7,6,1,1,6,376.27,1,0,1,0.037037037037037,nicholls,23,F,280,Full-Time,0.0,1.0,0.37627,1.0,1
N00339440,BN-261-1-35-F-22-101-3M,7850670,F,22,0,42711,1,1,1,0,12,EBK LECTURE-TUTORIALS FOR INTRO.ASTRONO,PRATHER,9780137619597.0,4TH 22,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,6,3,1,1,7,427.11,1,0,0,0.0,nicholls,22,F,35,Full-Time,0.0,1.0,0.42711,1.0,0
6174651,BN-785-785-687-F-23-4745-U02,8946762,F,23,1,78152,0,1,1,0,10,EBK WE ARE THE LEADERS WE'VE BEEN WAITI,OWEN,9781000971224.0,20,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,3,6,1,0,7,781.52,1,0,0,0.0869565217391304,fiu,23,F,687,Full-Time,0.0,1.0,0.78152,1.0,0
N00354716,BN-261-1-340-W-24-204-WW2,6669117,W,24,0,34466,1,0,1,0,14,EBK MATRIX OF RACE,COATES,8220125147516.0,2ND 22,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,5,10,1,1,5,344.66,1,0,0,0.0909090909090909,nicholls,24,W,340,Full-Time,0.0,1.0,0.34466,1.0,0
286827,BN-8255-1-330-F-23-101-001,8806361,F,23,0,70869,1,1,1,0,16,PORTAILS 2.0 INTRO CODE (VTEXT) (5M),BLANCO,8220130913649.0,2ND 24,EP,1.0,0.0,198.67,198.67,198.67,198.67,FD,0.0,F,3.0,Y,2,6,1,1,7,356.71716917501385,1,0,0,0.0454545454545454,morgan,23,F,330,Full-Time,1.0,0.0,0.35671716917501384,1.0,0
901515077,BN-249-1-210-F-24-430-17889,2314028,F,24,0,37094,0,0,1,0,7,EBK PUBL.MAN.OF AM.PSYCH.ASSOC.,AM.PSYCH.ASSN.,9781433832185.0,7TH 20,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,P,3.0,Y,2,9,1,1,1,370.94,1,0,0,0.0,eku,24,F,210,Part-Time,0.0,1.0,0.37094,1.0,0
901833424,BN-249-1-595-A-24-455-50858,8701632,A,24,0,36027,1,0,1,0,5,EBK SOCIAL WORK IN MENTAL HEALTH,SZTO,8220130651978.0,23,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,P,3.0,Y,3,8,1,1,2,360.27,1,0,0,0.0,eku,24,A,595,Part-Time,0.0,1.0,0.36027,1.0,0
287088,BN-8255-1-396-W-22-101-W01,5649926,W,22,0,75237,0,0,1,0,13,"EBK SOURCES OF WORLD SOCIETIES, VOLUME",WIESNER-HANKS,8220117388873.0,12TH 21,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,7,4,1,1,10,752.37,1,0,0,0.0476190476190476,morgan,22,W,396,Full-Time,0.0,1.0,0.75237,1.0,0
2251489,BN-785-785-25-F-23-3241-RVC,1979721,F,23,0,59748,0,0,1,1,1,"ANTHRO.OF RELIGION,MAGIC+WITCHCRAFT",STEIN,9781138692527.0,4TH 17,PB,0.0,1.0,115.0,86.25,80.3,55.0,RQ,1.0,P,3.0,Y,1,6,1,1,1,519.5478260869565,1,1,1,1.0,fiu,23,F,25,Part-Time,0.6982608695652174,0.3017391304347826,0.5195478260869566,0.0,1
6296353,BN-785-785-19-F-23-2042-RVC,3326048,F,23,1,65659,0,0,1,0,5,"EBK READING AMERICAN PAST,V.II FROM 186",JOHNSON,8220107617167.0,8TH 20,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,3,6,1,0,8,656.59,1,0,0,0.0,fiu,23,F,19,Full-Time,0.0,1.0,0.65659,1.0,0
901521597,BN-249-1-530-A-22-847-50226,1101799,A,22,1,29001,1,1,0,0,5,WRITING GRANT PROPOSALS THAT WIN,WARD,9781449604677.0,4TH 12,PD,0.0,0.0,0.0,0.0,0.0,0.0,RQ,0.0,P,3.0,N,5,2,0,0,4,290.01,0,0,0,0.4,eku,22,A,530,Part-Time,0.0,1.0,0.29001,0.0,0
299704,BN-8255-1-495-F-21-113-010,844000309,F,21,0,64264,1,1,1,1,14,ALEKS 360 WEB (1 YEAR),MILLER,9781265804183.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,RQ,0.0,F,4.0,Y,2,1,1,1,9,642.64,0,0,0,0.0,morgan,21,F,495,Full-Time,0.0,1.0,0.64264,0.0,0
6320280,BN-785-785-688-A-22-3350-U01C,1770180,A,22,0,67373,1,0,1,0,7,SOCIAL WORK SKILLS WORKBOOK-TEXT,COURNOYER,9781305633780.0,8TH 17,PB,0.0,0.0,235.04,0.0,0.0,0.0,RQ,0.0,P,3.0,Y,1,2,1,1,8,286.6448264125256,0,0,0,0.1428571428571428,fiu,22,A,688,Part-Time,0.0,1.0,0.28664482641252564,0.0,0
6334447,BN-784-23-128-F-24-3112-B51,10748468,F,24,0,74860,0,0,1,0,7,EBK COMMUNICATION IN BUSINESS:,CLARKE,8220142413151.0,24,EB,1.0,1.0,0.0,0.0,0.0,0.0,FD,0.0,F,2.0,Y,2,9,1,1,7,748.6,1,0,0,0.0,fiu,24,F,128,Full-Time,0.0,1.0,0.7486,1.0,0
932972,BN-749-1-90-W-23-539-E,3920197,W,23,1,39004,1,0,1,1,6,EBK SPECIAL ED.IN CONTEMP.SOCIETY,GARGIULO,8220143765495.0,7TH 21,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,7,7,1,0,3,390.04,1,0,0,0.2727272727272727,niagara,23,W,90,Full-Time,0.0,1.0,0.39004,1.0,0
6255207,BN-785-785-129-W-22-3835-RVC,6827949,W,22,0,53198,1,1,1,0,4,MURACH'S HTML+CSS,RUVALCABA,9781943872862.0,5TH 22,PB,0.0,0.0,59.5,44.63,52.65,26.25,RQ,1.0,P,3.0,Y,1,4,1,1,10,894.0840336134454,1,0,0,0.0,fiu,22,W,129,Part-Time,0.8848739495798319,0.1151260504201681,0.8940840336134454,0.0,0
306468,BN-8388-1-615-W-22-103-02,5728628,W,22,0,65495,1,1,0,0,11,EBK PSYCHOLOGY IN MODULES,MYERS,8220120723036.0,13TH 21,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,5,4,1,0,7,654.95,1,0,0,0.0476190476190476,daemen,22,W,615,Full-Time,0.0,1.0,0.65495,1.0,0
50064,BN-8255-1-539-F-21-675-W85,6870743,F,21,0,71808,1,0,1,1,6,EBK STRATEGIC MARKETING MANAGEMENT,CHERNEV,9781936572601.0,19,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,2,1,0,0,3,718.08,1,0,0,0.1111111111111111,morgan,21,F,539,Full-Time,0.0,1.0,0.71808,1.0,0
6451676,BN-785-785-116-F-24-4585-RVC,3076876,F,24,1,74886,1,0,0,0,12,EBK ESSENTIALS OF REID TECHNIQUE...,INBAU,8220108400188.0,2ND 15,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,7,9,1,1,4,748.86,1,0,1,0.0476190476190476,fiu,24,F,116,Full-Time,0.0,1.0,0.74886,1.0,1
N00320934,BN-261-1-45-F-21-114-2MW,2033065,F,21,0,38215,1,1,1,1,9,VISUAL ANAT.+PHYS.(LOOSELEAF)-W/ACCESS,MARTINI,9780134784465.0,3RD 18,PB,0.0,0.0,0.0,0.0,0.0,0.0,RC,0.0,F,3.0,Y,2,1,0,0,8,382.15,0,1,0,0.0769230769230769,nicholls,21,F,45,Full-Time,0.0,1.0,0.38215,0.0,0
3617686,BN-785-785-369-F-24-6176-RXS,8346084,F,24,0,88946,1,1,1,0,7,HEALTH CARE FINANCE+MECH...-W/ACCESS,HARRINGTON,9781284259292.0,3RD 25,PB,0.0,0.0,0.0,0.0,0.0,0.0,RQ,0.0,F,3.0,N,1,9,0,0,2,889.46,0,0,0,0.2857142857142857,fiu,24,F,369,Full-Time,0.0,1.0,0.88946,0.0,0
901644930,BN-249-1-627-F-21-592-13966,1787230,F,21,0,45601,1,1,1,0,10,EXPLORING DIMEN.OF HUMAN...-W/ACCESS,GREENBERG,9781284081541.0,6TH 17,PB,0.0,0.0,107.09,80.32,0.0,0.0,RQ,1.0,F,3.0,Y,2,1,1,1,2,425.8194042394248,1,0,0,0.0666666666666666,eku,21,F,627,Full-Time,0.0,1.0,0.42581940423942477,0.0,0
6416029,BN-785-785-111-W-24-1045-U01,6707997,W,24,0,62839,1,0,1,1,16,TOP HAT CLASSROOM-ONE SEMESTER,TOPHAT,8220125277077.0,21,EP,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,2,10,1,1,4,628.39,1,0,0,0.0714285714285714,fiu,24,W,111,Full-Time,0.0,1.0,0.62839,1.0,0
6379116,BN-785-785-393-W-24-4707-RVC,2181675,W,24,0,71911,1,0,1,0,9,EBK CHINESE ECONOMY,NAUGHTON,9780262344074.0,2ND 18,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,2,10,1,1,8,719.11,1,0,0,0.1111111111111111,fiu,24,W,393,Full-Time,0.0,1.0,0.71911,1.0,0
6383201,BN-785-785-687-F-23-2772-RVD,9387992,F,23,0,68948,1,0,1,1,11,EBK OUR SEXUALITY,CROOKS,8220134357128.0,14TH 21,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,6,6,1,1,7,689.48,1,0,0,0.0,fiu,23,F,687,Full-Time,0.0,1.0,0.68948,1.0,0
260129,BN-8255-1-121-F-22-202-001,2004543,F,22,1,60500,1,1,1,1,12,ENGR.MECH.:STATICS,HIBBELER,9780134814971.0,15TH 22,PR,0.0,0.0,0.0,0.0,80.99,80.99,RQ,1.0,P,3.0,Y,4,3,1,1,3,605.0,1,0,0,0.0714285714285714,morgan,22,F,121,Part-Time,0.8099,0.19010000000000005,0.605,0.0,0
5675264,BN-784-23-618-F-22-2053-B51,2284819,F,22,0,51573,1,1,1,0,2,EBK COLLEGE PHYSICS,YOUNG,9780134988450.0,11TH 20,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,P,4.0,Y,3,3,1,1,9,515.73,1,0,0,0.0,fiu,22,F,618,Part-Time,0.0,1.0,0.51573,1.0,0
5961171,BN-785-785-546-A-24-4636C-RVCC,2303636,A,24,0,77065,1,0,1,0,12,PUBL.MAN.OF AM.PSYCH.ASSOC. (PB),AM.PSYCH.ASSN.,9781433832161.0,7TH 20,PB,0.0,1.0,0.0,0.0,0.0,0.0,RQ,0.0,P,4.0,N,5,8,1,0,4,770.65,1,0,0,0.2,fiu,24,A,546,Part-Time,0.0,1.0,0.77065,0.0,0
301576,BN-8255-1-101-F-21-101-003,7844395,F,21,0,82192,0,0,1,1,11,EBK BREAKING THROUGH: COLLEGE READING (,MORRIS,8220127893046.0,12,DG,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,3,1,0,0,3,821.92,1,0,0,0.2,morgan,21,F,101,Full-Time,0.0,1.0,0.82192,1.0,0
298770,BN-8255-1-451-A-24-141-W22,7023783,A,24,1,85823,1,1,0,1,11,MICROSOFT 365+OFFICE 2021-MINDTAP,BESKEEN,8220126384057.0,23,EP,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,P,3.0,Y,6,8,1,1,10,858.23,1,0,1,0.1111111111111111,morgan,24,A,451,Part-Time,0.0,1.0,0.85823,1.0,1
901782467,BN-249-1-280-F-24-375-15789,2136979,F,24,0,44214,1,0,1,1,10,EBK MANAGING FIRE AND EMERGENCY SERVICE,ICMA,8220100363436.0,12,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,2,9,1,1,5,442.14,1,0,0,0.0769230769230769,eku,24,F,280,Full-Time,0.0,1.0,0.44214,1.0,0
10988800,BN-577-1-249-F-22-611-A20,3387290,F,22,0,71141,1,1,1,1,10,EBK DATA VISUALIZATION MADE SIMPLE,SOSULSKI,8220107252702.0,19,EB,1.0,1.0,0.0,0.0,0.0,0.0,RQ,0.0,F,3.0,N,6,3,0,0,2,711.41,1,0,0,0.3571428571428571,mercer,22,F,249,Full-Time,0.0,1.0,0.71141,1.0,0
11026126,BN-576-1-30-W-24-210-001,8102435,W,24,0,73816,0,0,1,1,13,EBK HOLD LIFE HAS:COCA+CULTURAL IDENTIT,ALLEN,9781588343598.0,2ND 02,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,4,10,1,1,9,738.16,1,0,0,0.05,mercer,24,W,30,Full-Time,0.0,1.0,0.7381599999999999,1.0,0
6468130,BN-785-785-135-A-24-2002-U01B,1938074,A,24,0,78525,1,0,0,0,7,ESSENTIALS OF COMPARATIVE POLITICS,ONEIL,9780393624588.0,6TH 18,PB,0.0,0.0,99.84,74.88,84.85,47.4,RQ,1.0,P,3.0,Y,1,8,1,1,2,786.5084134615385,1,0,0,0.0,fiu,24,A,135,Part-Time,0.8498597756410255,0.15014022435897445,0.7865084134615384,0.0,0
N00348871,BN-261-1-270-W-22-209-6M,2430192,W,22,1,41124,1,0,1,0,9,EBK HANDBOOK OF DICTION FOR SINGERS,ADAMS,8220108122813.0,2ND 08,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,1.0,Y,4,4,1,1,9,411.24,1,0,0,0.0714285714285714,nicholls,22,W,270,Full-Time,0.0,1.0,0.41124,1.0,0
4742235,BN-785-785-541-F-24-6407-U01,6928314,F,24,0,68102,0,1,1,0,24,EBK NURSE ANESTHESIA,NAGELHOUT,8220126116962.0,7TH 23,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,10,9,0,0,3,681.02,1,0,1,0.28125,fiu,24,F,541,Full-Time,0.0,1.0,0.68102,1.0,1
1139767,BN-91-1-160-W-23-360-MC01,6991602,W,23,0,34080,1,0,1,1,12,FUND.OF NURSING-W/ACCESS,POTTER,9780323810340.0,11TH 23, ,0.0,0.0,0.0,0.0,0.0,0.0,RC,0.0,F,5.0,Y,5,7,1,1,6,340.8,0,0,0,0.0769230769230769,campbell,23,W,160,Full-Time,0.0,1.0,0.3408,0.0,0
5990373,BN-785-785-453-W-23-6336-RK1,6921374,W,23,0,85191,0,0,1,0,10,EBK COMPENSATION,GERHART,8220126051928.0,14TH 23,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,4,7,0,0,3,851.91,1,0,1,0.5,fiu,23,W,453,Full-Time,0.0,1.0,0.85191,1.0,1
